549,2026/04/29 16:36:03 HST
# 2013-Jul-12, MLB, added config for 13AQ28-110 AND 13B-Q-91,,,,,,,,,,,,
# 2014-Jul-17, REM, edited IR Texp for SB+SXD+32 0.45 arcsec slit from 8 sec to 7 sec,,,,,,,,,,,,
# 2014-Aug-06, astephens, modified 0.15/pix 32 l/mm 1.47-1.80 1.0 arcsec slit exposure time from 0.24s to 0.38s,,,,,,,,,,,,
# 2018-Oct-15, astephens, added configurations for 0.05/pix + 111 l/m + LXD + 0.10 arcsec slit,,,,,,,,,,,,
# 2019-Feb-03, astephens, change long camera, long slit, 111 l/mm, 3.36um, 0.1 arcsec slit, to work for both well depths,,,,,,,
# 2022-Jan-21, astephens and mrawlings, add config: 0.05/pix, 111 l/mm, No, 4.40-4.97um, 0.2 arcsec slit, Shallow, 4 seconds,,,,,,
# 2022-Feb-01, astephens and mrawlings, add config: 0.05/pix, 10 l/mm, No, 2.8-4.2 um, 0.45 arcsec slit, Shallow, 0.2 seconds,,,,,,
# 2022-Jun-06, astephens, add LR-IFU configs,,,,,,,,,,,,
# 2022-Jul-04, astephens, add short-camera 0.15 arcsec slit configs,,,,,,,,,,,,
# 2023-Jun-01, astephens, add HR-IFU configs,,,,,,,,,,,,
# 2023-Oct-30, astephens and mrawlings, add config: 0.05/pix, 111 l/mm, 0.30 arcsec, Shallow,,,,,,,,,
# 2023-Dec-20, astephens and blemaux, add config: 0.05/pix, 32 l/mm, HR-IFU, Shallow, 3.95um,,,,,,,,
# 2024-Feb-06, astephens and hsuh, add deep well config: 0.15/pix, 32 l/mm, 1.65um, LR-IFU,,,,,,,,,
# 2024-Jul-25, astephens, add shallow-well flat for LR 111 4.05um 0.1 arcsec slit,,,,,,,,,,,,
# 2025-Jan-17, astephens, add shallow-well LR 10 0.1 arcsec slit at 3.7um,,,,,,,,,,,,
# 2025-Apr-04, bclemaux," modified 0.15""/pix", 111 l/mm," 0.3""-wide slit", 1.25-1.37um to avoid >5% non-linearity,,,,,,,,,
# 2025-Dec-16, bclemaux, modified many SR exp. times and # of obs. after testing the current fiducial values with new SR camera + current GCAL env.,,,,,,,,,,,,
# 2026-Apr-29, bclemaux, added shutter open flats for LB LXD 111 l/mm setups in addition to shutter closed flats,,,,,,,,,,,,
#,,,,,,,,,,,,,,
Mode,Pixel Scale,Disperser,Cross Dispersed,Central Wavelength,Focal Plane Unit,Well Depth,Calibration Lamps,Calibration Shutter,Calibration Filter,Calibration Diffuser,Calibration Observe,Calibration Exposure Time,Calibration Coadds,Calibration Basecal
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.49 - 1.78,HR-IFU,Shallow,Quartz Halogen,Closed,none,IR,8,4.3,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.49 - 1.78,0.10 arcsec,Shallow,Quartz Halogen,Closed,ND1.0,IR,8,7.2,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.49 - 1.78,0.15 arcsec,Shallow,Quartz Halogen,Closed,ND1.0,IR,8,4.2,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.49 - 1.78,0.20 arcsec,Shallow,Quartz Halogen,Closed,ND1.0,IR,8,3,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.49 - 1.78,0.30 arcsec,Shallow,Quartz Halogen,Closed,ND1.0,IR,8,2.16,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.49 - 1.78,0.45 arcsec,Shallow,Quartz Halogen,Closed,ND1.0,IR,8,1.44,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.49 - 1.78,0.675 arcsec,Shallow,Quartz Halogen,Closed,ND1.0,IR,8,0.96,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.49 - 1.78,1.0 arcsec,Shallow,Quartz Halogen,Closed,ND1.0,IR,8,0.6,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.49 - 1.78,pinhole 0.1,Shallow,Quartz Halogen,Closed,none,IR,1,1.2,3,Day
#,,,,,,,,,,,,,,
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.91 - 1.97,HR-IFU,Shallow,IR grey body - high,Open,none,IR,6,100,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.91 - 1.97,0.10 arcsec,Shallow,IR grey body - high,Open,none,IR,6,50,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.91 - 1.97,0.15 arcsec,Shallow,IR grey body - high,Open,none,IR,6,40,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.91 - 1.97,0.20 arcsec,Shallow,IR grey body - high,Open,none,IR,6,25,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.91 - 1.97,0.30 arcsec,Shallow,IR grey body - high,Open,none,IR,6,12,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.91 - 1.97,0.45 arcsec,Shallow,IR grey body - high,Open,none,IR,6,8,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.91 - 1.97,0.675 arcsec,Shallow,IR grey body - high,Open,none,IR,6,6,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.91 - 1.97,1.0 arcsec,Shallow,IR grey body - high,Open,none,IR,6,5,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.91 - 1.97,pinhole 0.1,Shallow,IR grey body - high,Open,none,IR,1,45,1,Day
#,,,,,,,,,,,,,,
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.97 - 2.29,HR-IFU,Shallow,IR grey body - high,Open,none,IR,6,70,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.97 - 2.29,0.10 arcsec,Shallow,IR grey body - high,Open,none,IR,6,35,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.97 - 2.29,0.15 arcsec,Shallow,IR grey body - high,Open,none,IR,6,20,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.97 - 2.29,0.20 arcsec,Shallow,IR grey body - high,Open,none,IR,6,15,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.97 - 2.29,0.30 arcsec,Shallow,IR grey body - high,Open,none,IR,6,9,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.97 - 2.29,0.45 arcsec,Shallow,IR grey body - high,Open,none,IR,6,7,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.97 - 2.29,0.675 arcsec,Shallow,IR grey body - high,Open,none,IR,6,4,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.97 - 2.29,1.0 arcsec,Shallow,IR grey body - high,Open,none,IR,6,2.5,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.97 - 2.04,pinhole 0.1,Shallow,IR grey body - high,Open,none,IR,1,90,1,Day
Spectroscopy,"0.05""/pix",111 l/mm grating,No,2.04 - 2.10,pinhole 0.1,Shallow,IR grey body - high,Open,none,IR,1,60,1,Day
Spectroscopy,"0.05""/pix",111 l/mm grating,No,2.10 - 2.16,pinhole 0.1,Shallow,IR grey body - high,Open,none,IR,1,45,1,Day
Spectroscopy,"0.05""/pix",111 l/mm grating,No,2.23 - 2.29,pinhole 0.1,Shallow,IR grey body - high,Open,none,IR,1,45,1,Day
#,,,,,,,,,,,,,,
Spectroscopy,"0.05""/pix",111 l/mm grating,No,2.29 - 2.41,HR-IFU,Shallow,IR grey body - high,Open,none,IR,6,70,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,2.29 - 2.41,0.10 arcsec,Shallow,IR grey body - high,Open,none,IR,6,35,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,2.29 - 2.41,0.15 arcsec,Shallow,IR grey body - high,Open,none,IR,6,20,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,2.29 - 2.41,0.20 arcsec,Shallow,IR grey body - high,Open,none,IR,6,15,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,2.29 - 2.41,0.30 arcsec,Shallow,IR grey body - high,Open,none,IR,6,9,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,2.29 - 2.41,0.45 arcsec,Shallow,IR grey body - high,Open,none,IR,6,7,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,2.29 - 2.41,0.675 arcsec,Shallow,IR grey body - high,Open,none,IR,6,4,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,2.29 - 2.41,1.0 arcsec,Shallow,IR grey body - high,Open,none,IR,6,2.5,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,2.29 - 2.41,pinhole 0.1,Shallow,IR grey body - high,Open,none,IR,1,45,1,Day
#,,,,,,,,,,,,,,
Spectroscopy,"0.05""/pix",111 l/mm grating,No,2.41 - 2.47,HR-IFU,Shallow,IR grey body - high,Open,none,IR,6,100,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,2.41 - 2.47,0.10 arcsec,Shallow,IR grey body - high,Open,none,IR,6,50,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,2.41 - 2.47,0.15 arcsec,Shallow,IR grey body - high,Open,none,IR,6,30,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,2.41 - 2.47,0.20 arcsec,Shallow,IR grey body - high,Open,none,IR,6,18,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,2.41 - 2.47,0.30 arcsec,Shallow,IR grey body - high,Open,none,IR,6,12,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,2.41 - 2.47,0.45 arcsec,Shallow,IR grey body - high,Open,none,IR,6,8,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,2.41 - 2.47,0.675 arcsec,Shallow,IR grey body - high,Open,none,IR,6,4,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,2.41 - 2.47,1.0 arcsec,Shallow,IR grey body - high,Open,none,IR,6,3,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,2.41 - 2.47,pinhole 0.1,Shallow,IR grey body - high,Open,none,IR,1,45,1,Day
#,,,,,,,,,,,,,,
Spectroscopy,"0.05""/pix",111 l/mm grating,No,2.80 - 3.08,HR-IFU,Deep,IR grey body - high,Open,none,IR,4,120,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,2.80 - 3.08,0.10 arcsec,Deep,IR grey body - high,Open,none,IR,4,60,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,2.80 - 3.08,0.15 arcsec,Deep,IR grey body - high,Open,none,IR,4,45,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,2.80 - 3.08,0.20 arcsec,Deep,IR grey body - high,Open,none,IR,4,30,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,2.80 - 3.08,0.30 arcsec,Deep,IR grey body - high,Open,none,IR,4,20,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,2.80 - 3.08,0.45 arcsec,Deep,IR grey body - high,Open,none,IR,4,10,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,2.80 - 3.08,0.675 arcsec,Deep,IR grey body - high,Open,none,IR,4,7,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,2.80 - 3.08,1.0 arcsec,Deep,IR grey body - high,Open,none,IR,4,4,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,2.80 - 3.65,pinhole 0.1,Deep,IR grey body - high,Closed,none,IR,1,200,2,Day
#,,,,,,,,,,,,,,
Spectroscopy,"0.05""/pix",111 l/mm grating,No,3.08 - 3.18,HR-IFU,Deep,IR grey body - high,Open,none,IR,4,56,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,3.08 - 3.18,0.10 arcsec,Deep,IR grey body - high,Open,none,IR,4,28,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,3.08 - 3.18,0.15 arcsec,Deep,IR grey body - high,Open,none,IR,4,23,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,3.08 - 3.18,0.20 arcsec,Deep,IR grey body - high,Open,none,IR,4,18,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,3.08 - 3.18,0.30 arcsec,Deep,IR grey body - high,Open,none,IR,4,12.5,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,3.08 - 3.18,0.45 arcsec,Deep,IR grey body - high,Open,none,IR,4,7,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,3.08 - 3.18,0.675 arcsec,Deep,IR grey body - high,Open,none,IR,4,5,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,3.08 - 3.18,1.0 arcsec,Deep,IR grey body - high,Open,none,IR,4,3,1,Night
#,,,,,,,,,,,,,,
Spectroscopy,"0.05""/pix",111 l/mm grating,No,3.18 - 3.27,HR-IFU,Deep,IR grey body - high,Open,none,IR,4,56,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,3.18 - 3.27,0.10 arcsec,Deep,IR grey body - high,Open,none,IR,4,28,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,3.18 - 3.27,0.15 arcsec,Deep,IR grey body - high,Open,none,IR,4,20,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,3.18 - 3.27,0.20 arcsec,Deep,IR grey body - high,Open,none,IR,4,14,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,3.18 - 3.27,0.30 arcsec,Deep,IR grey body - high,Open,none,IR,4,10,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,3.18 - 3.27,0.45 arcsec,Deep,IR grey body - high,Open,none,IR,4,7,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,3.18 - 3.27,0.675 arcsec,Deep,IR grey body - high,Open,none,IR,4,4,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,3.18 - 3.27,1.0 arcsec,Deep,IR grey body - high,Open,none,IR,4,3,1,Night
#,,,,,,,,,,,,,,
Spectroscopy,"0.05""/pix",111 l/mm grating,No,3.27 - 3.37,HR-IFU,*,IR grey body - high,Open,none,IR,4,56,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,3.27 - 3.37,0.10 arcsec,*,IR grey body - high,Open,none,IR,4,28,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,3.27 - 3.37,0.15 arcsec,Deep,IR grey body - high,Open,none,IR,4,23,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,3.27 - 3.37,0.20 arcsec,Deep,IR grey body - high,Open,none,IR,4,18,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,3.27 - 3.37,0.30 arcsec,Deep,IR grey body - high,Open,none,IR,4,12,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,3.27 - 3.37,0.45 arcsec,Deep,IR grey body - high,Open,none,IR,4,6,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,3.27 - 3.37,0.675 arcsec,Deep,IR grey body - high,Open,none,IR,4,4,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,3.27 - 3.37,1.0 arcsec,Deep,IR grey body - high,Open,none,IR,4,2,1,Night
#,,,,,,,,,,,,,,
Spectroscopy,"0.05""/pix",111 l/mm grating,No,3.37 - 3.46,HR-IFU,Deep,IR grey body - high,Open,none,IR,4,40,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,3.37 - 3.46,0.10 arcsec,Deep,IR grey body - high,Open,none,IR,4,20,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,3.37 - 3.46,0.15 arcsec,Deep,IR grey body - high,Open,none,IR,4,15,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,3.37 - 3.46,0.20 arcsec,Deep,IR grey body - high,Open,none,IR,4,10,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,3.37 - 3.46,0.30 arcsec,Deep,IR grey body - high,Open,none,IR,4,8,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,3.37 - 3.46,0.45 arcsec,Deep,IR grey body - high,Open,none,IR,4,6,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,3.37 - 3.46,0.675 arcsec,Deep,IR grey body - high,Open,none,IR,4,4,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,3.37 - 3.46,1.0 arcsec,Deep,IR grey body - high,Open,none,IR,4,2,1,Night
#,,,,,,,,,,,,,,
Spectroscopy,"0.05""/pix",111 l/mm grating,No,3.46 - 3.56,HR-IFU,Deep,IR grey body - high,Open ,none,IR,4,40,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,3.46 - 3.56,0.10 arcsec,Deep,IR grey body - high,Open ,none,IR,4,20,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,3.46 - 3.56,0.15 arcsec,Deep,IR grey body - high,Open ,none,IR,4,15,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,3.46 - 3.56,0.20 arcsec,Deep,IR grey body - high,Open ,none,IR,4,10,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,3.46 - 3.56,0.30 arcsec,Deep,IR grey body - high,Open ,none,IR,4,6.2,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,3.46 - 3.56,0.45 arcsec,Deep,IR grey body - high,Open ,none,IR,4,5,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,3.46 - 3.56,0.675 arcsec,Deep,IR grey body - high,Open ,none,IR,4,3,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,3.46 - 3.56,1.0 arcsec,Deep,IR grey body - high,Open ,none,IR,4,2,1,Night
#,,,,,,,,,,,,,,
Spectroscopy,"0.05""/pix",111 l/mm grating,No,3.56 - 3.65,HR-IFU,Deep,IR grey body - high,Open,none,IR,4,40,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,3.56 - 3.65,0.10 arcsec,Deep,IR grey body - high,Open,none,IR,4,20,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,3.56 - 3.65,0.15 arcsec,Deep,IR grey body - high,Open,none,IR,4,15,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,3.56 - 3.65,0.20 arcsec,Deep,IR grey body - high,Open,none,IR,4,10,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,3.56 - 3.65,0.30 arcsec,Deep,IR grey body - high,Open,none,IR,4,8,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,3.56 - 3.65,0.45 arcsec,Deep,IR grey body - high,Open,none,IR,4,6,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,3.56 - 3.65,0.675 arcsec,Deep,IR grey body - high,Open,none,IR,4,3.5,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,3.56 - 3.65,1.0 arcsec,Deep,IR grey body - high,Open,none,IR,4,1.5,1,Night
#,,,,,,,,,,,,,,
Spectroscopy,"0.05""/pix",111 l/mm grating,No,3.65 - 3.75,HR-IFU,Deep,IR grey body - high,Open,none,IR,4,36,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,3.65 - 3.75,0.10 arcsec,Deep,IR grey body - high,Open,none,IR,4,18,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,3.65 - 3.75,0.15 arcsec,Deep,IR grey body - high,Open,none,IR,4,14,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,3.65 - 3.75,0.20 arcsec,Deep,IR grey body - high,Open,none,IR,4,10,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,3.65 - 3.75,0.30 arcsec,Shallow,IR grey body - high,Open,none,IR,4,3,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,3.65 - 3.75,0.30 arcsec,Deep,IR grey body - high,Open,none,IR,4,6,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,3.65 - 3.75,0.45 arcsec,Deep,IR grey body - high,Open,none,IR,4,5,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,3.65 - 3.75,0.675 arcsec,Deep,IR grey body - high,Open,none,IR,4,3,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,3.65 - 3.75,1.0 arcsec,Deep,IR grey body - high,Open,none,IR,4,1.5,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,3.65 - 3.94,pinhole 0.1,Deep,IR grey body - high,Closed,none,IR,1,150,2,Day
#,,,,,,,,,,,,,,
Spectroscopy,"0.05""/pix",111 l/mm grating,No,3.75 - 3.84,HR-IFU,Deep,IR grey body - high,Open,none,IR,4,36,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,3.75 - 3.84,0.10 arcsec,Deep,IR grey body - high,Open,none,IR,4,18,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,3.75 - 3.84,0.15 arcsec,Deep,IR grey body - high,Open,none,IR,4,13,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,3.75 - 3.84,0.20 arcsec,Deep,IR grey body - high,Open,none,IR,4,9,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,3.75 - 3.84,0.30 arcsec,Deep,IR grey body - high,Open,none,IR,4,5.25,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,3.75 - 3.84,0.45 arcsec,Deep,IR grey body - high,Open,none,IR,4,4,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,3.75 - 3.84,0.675 arcsec,Deep,IR grey body - high,Open,none,IR,4,2.25,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,3.75 - 3.84,1.0 arcsec,Deep,IR grey body - high,Open,none,IR,4,1.5,1,Night
#,,,,,,,,,,,,,,
Spectroscopy,"0.05""/pix",111 l/mm grating,No,3.84 - 3.94,HR-IFU,Deep,IR grey body - high,Open,none,IR,4,36,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,3.84 - 3.94,0.10 arcsec,Deep,IR grey body - high,Open,none,IR,4,18,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,3.84 - 3.94,0.15 arcsec,Deep,IR grey body - high,Open,none,IR,4,14,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,3.84 - 3.94,0.20 arcsec,Deep,IR grey body - high,Open,none,IR,4,10,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,3.84 - 3.94,0.30 arcsec,Deep,IR grey body - high,Open,none,IR,4,6,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,3.84 - 3.94,0.45 arcsec,Deep,IR grey body - high,Open,none,IR,4,5,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,3.84 - 3.94,0.675 arcsec,Deep,IR grey body - high,Open,none,IR,4,3,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,3.84 - 3.94,1.0 arcsec,Deep,IR grey body - high,Open,none,IR,4,1.5,1,Night
#,,,,,,,,,,,,,,
Spectroscopy,"0.05""/pix",111 l/mm grating,No,3.94 - 4.03,HR-IFU,Deep,IR grey body - high,Open,none,IR,4,36,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,3.94 - 4.03,0.10 arcsec,Deep,IR grey body - high,Open,none,IR,4,18,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,3.94 - 4.03,0.15 arcsec,Deep,IR grey body - high,Open,none,IR,4,14,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,3.94 - 4.03,0.20 arcsec,Deep,IR grey body - high,Open,none,IR,4,10,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,3.94 - 4.03,0.30 arcsec,Deep,IR grey body - high,Open,none,IR,4,6,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,3.94 - 4.03,0.45 arcsec,Deep,IR grey body - high,Open,none,IR,4,5,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,3.94 - 4.03,0.675 arcsec,Deep,IR grey body - high,Open,none,IR,4,3,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,3.94 - 4.03,1.0 arcsec,Deep,IR grey body - high,Open,none,IR,4,1.75,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,3.94 - 4.22,pinhole 0.1,Deep,IR grey body - high,Closed,none,IR,1,120,2,Day
#,,,,,,,,,,,,,,
Spectroscopy,"0.05""/pix",111 l/mm grating,No,4.03 - 4.12,HR-IFU,Deep,IR grey body - high,Open,none,IR,4,36,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,4.03 - 4.12,0.10 arcsec,Shallow,IR grey body - high,Open,none,IR,4,14,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,4.03 - 4.12,0.10 arcsec,Deep,IR grey body - high,Open,none,IR,4,18,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,4.03 - 4.12,0.15 arcsec,Deep,IR grey body - high,Open,none,IR,4,13,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,4.03 - 4.12,0.20 arcsec,Deep,IR grey body - high,Open,none,IR,4,9,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,4.03 - 4.12,0.30 arcsec,Shallow,IR grey body - high,Open,none,IR,4,3.1,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,4.03 - 4.12,0.30 arcsec,Deep,IR grey body - high,Open,none,IR,4,5.25,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,4.03 - 4.12,0.45 arcsec,Deep,IR grey body - high,Open,none,IR,4,4.25,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,4.03 - 4.12,0.675 arcsec,Deep,IR grey body - high,Open,none,IR,4,2.6,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,4.03 - 4.12,1.0 arcsec,Deep,IR grey body - high,Open,none,IR,4,1.75,1,Night
#,,,,,,,,,,,,,,
Spectroscopy,"0.05""/pix",111 l/mm grating,No,4.12 - 4.22,HR-IFU,Deep,IR grey body - high,Open,none,IR,4,36,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,4.12 - 4.22,0.10 arcsec,Deep,IR grey body - high,Open,none,IR,4,18,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,4.12 - 4.22,0.15 arcsec,Deep,IR grey body - high,Open,none,IR,4,14,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,4.12 - 4.22,0.20 arcsec,Deep,IR grey body - high,Open,none,IR,4,10,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,4.12 - 4.22,0.30 arcsec,Deep,IR grey body - high,Open,none,IR,4,6,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,4.12 - 4.22,0.45 arcsec,Deep,IR grey body - high,Open,none,IR,4,5,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,4.12 - 4.22,0.675 arcsec,Deep,IR grey body - high,Open,none,IR,4,3,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,4.12 - 4.22,1.0 arcsec,Deep,IR grey body - high,Open,none,IR,4,1.75,1,Night
#,,,,,,,,,,,,,,
Spectroscopy,"0.05""/pix",111 l/mm grating,No,4.40 - 4.97,HR-IFU,Deep,IR grey body - high,Closed,none,IR,10,40,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,4.40 - 4.97,0.10 arcsec,Deep,IR grey body - high,Closed,none,IR,10,20,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,4.40 - 4.97,0.15 arcsec,Deep,IR grey body - high,Closed,none,IR,10,12,1,Night
